ID,v1,v2
1232,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
1233,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
1234,ham,Your dad is back in ph?
1236,ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
1237,ham,We left already we at orchard now.
1238,ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
1239,ham,Fffff. Can you text kadeem or are you too far gone
1240,ham,K.k..how is your sister kids?
1241,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
1242,ham,Lmao. Take a pic and send it to me.
1243,ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
1244,ham,Oh wow thats gay. Will firmware update help
1245,ham,Oh... Okie lor...We go on sat... 
1246,ham,Well you told others you'd marry them...
1250,ham,Dunno y u ask me.
1251,ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
1252,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
1253,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
1254,ham,My planning usually stops at \find hella weed
1255,ham,I will spoil you in bed as well :)
1256,ham,No management puzzeles.
1257,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
1258,ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
1259,ham,Hmmm.but you should give it on one day..
1261,ham,Hi happy birthday. Hi hi hi hi hi hi hi
1264,ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
1265,ham,Come by our room at some point so we can iron out the plan for this weekend
1266,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
1267,ham,I'll meet you in the lobby
1269,ham,No my mum went 2 dentist.
1270,ham,I dont want to hear philosophy. Just say what happen
1272,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
1274,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
1275,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
1277,ham,"Sorry, was in the bathroom, sup"
1278,ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
1279,ham,I called but no one pick up e phone. I ask both of them already they said ok.
1280,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
1281,ham,Ok u can take me shopping when u get paid =D
1284,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
1287,ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
1288,ham,Ok no prob. Take ur time.
1290,ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
1292,spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge
1293,ham,Give one miss from that number please
1294,ham,Hanging out with my brother and his family
1296,ham,No calls..messages..missed calls
1297,ham,Good night my dear.. Sleepwell&amp;Take care
1298,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
1301,ham,When're you guys getting back? G said you were thinking about not staying for mcr
1302,ham,I remain unconvinced that this isn't an elaborate test of my willpower
1303,ham,aathi..where are you dear..
1305,ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
1306,ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
1307,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
1308,ham,"Sorry, I'll call later"
1309,ham,"Sorry, I'll call later"
1310,ham,Are there TA jobs available? Let me know please cos i really need to start working
1311,ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
1312,ham,So u workin overtime nigpun?
1313,ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
1314,ham,But if she.s drinkin i'm ok.
1315,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
1316,ham,Huh but i cant go 2 ur house empty handed right?
1317,ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
1318,ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
1319,ham,Jus finish bathing...
1320,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
1321,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
1322,ham,What's up. Do you want me to come online?
1323,ham,Are you sure you don't mean \get here
1324,ham,Well that must be a pain to catch
1325,ham,Hey whats up? U sleeping all morning?
1326,ham,Hi. I'm always online on yahoo and would like to chat with you someday
1330,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
1332,ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
1334,ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
1335,ham,Ok i shall talk to him
1336,ham,The new deus ex game comin early next yr
1338,ham,I keep ten rs in my shelf:) buy two egg.
1339,ham,I only haf msn. It's yijue@hotmail.com
1340,ham,Aah bless! How's your arm?
1341,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
1342,ham,India have to take lead:)
1343,ham,I wonder if you'll get this text?
1345,ham,If you don't respond imma assume you're still asleep and imma start calling n shit
1346,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
1347,ham,Get ready to put on your excellent sub face :)
1348,ham,It vl bcum more difficult..
1349,ham,Thats cool. i liked your photos. You are very sexy!
1350,spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
1351,ham,Sounds great! Im going to sleep now. Have a good night!
1352,ham,At what time are you coming.
1353,ham,Your daily text from me ÛÒ a favour this time
1354,spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
1355,ham,No need to buy lunch for me.. I eat maggi mee..
1356,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
1357,ham,"And how you will do that, princess? :)"
1358,ham,Yo sorry was in the shower sup
1360,ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
1361,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
1362,ham,I not free today i haf 2 pick my parents up tonite...
1365,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
1366,ham,Tiwary to rcb.battle between bang and kochi.
1367,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
1369,ham,"Its ok, if anybody asks abt me, u tel them..:-P"
1370,ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
1372,ham,Yeah that's the impression I got
1373,ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
1374,ham,I am taking you for italian food. How about a pretty dress with no panties? :)
1375,ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
1376,spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
1377,ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
1378,ham,Havent still waitin as usual... ÌÏ come back sch oredi?
1379,ham,7 lor... Change 2 suntec... Wat time u coming?
1381,ham,Y de asking like this.
1382,ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
1383,ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
1384,ham,Now press conference da:)
1385,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
1386,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
1388,ham,Have a good evening! Ttyl
1389,ham,I gotta collect da car at 6 lei.
1390,ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
1393,spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
1395,ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
1396,spam,network operator. The service is free. For T & C's visit 80488.biz
1397,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
1398,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
1400,spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
1401,ham,Good morning princess! How are you?
1402,ham,Kay... Since we are out already 
1403,ham,Its a part of checking IQ
1404,ham,I'm at home. Please call
1405,ham,i dnt wnt to tlk wid u
1406,spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
1407,ham,Do u knw dis no. &lt;#&gt; ?
1408,ham,"Cool, I'll text you in a few"
1409,ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
